Item No.,Item No. on PDCA,Car Maker,Car Model,Line,Findings,Items to Check/Action,Department,Person in Charge,Status,Target Date,,,
847,9,MAZDA,Inpanel J78-030,1114,'Request for common jigs replacement,,PE-BAE (ASSY DEV),,,,,,
848,2,SUBARU,GC7/GC7Y,7113,'Appearance of connector did not check properly,'Re-orient all tsumesen associate on proper  checking of connector,PRODUCTION,,,,,,
849,4,SUBARU,GC7/GC7Y,7113,'No good 5'S of wire catcher,'Re-orient all members to conduct 5'S,PRODUCTION,,,,,,
850,5,SUBARU,GC7/GC7Y,7113,'NG wire catcher on Sub assy,'Request to repair and change all wire catcher on sub assy,PE-FABRICATION,,,,,,
851,6,SUBARU,GC7/GC7Y,7113,'NG connector picture at sub assy,'Request to provide connector picture,PE-FABRICATION,,,,,,
852,7,SUBARU,GC7/GC7Y,7113,'Not updated running product at PC1,'Re-orient all PIC including to members to always check the label at their area,PRODUCTION,,,,,,
853,9,SUBARU,GC7/GC7Y,7113,'Orient all members regarding fallen and excess parts,'Re-orient all members on proper treatment of fallen and excess parts,PRODUCTION,,,,,,
854,10,SUBARU,GC7/GC7Y,7113,'Lacking bendable jig cover ,'Request to provide bendable jig cover,PE-BAE (Maintenance),,,,,,
855,12,SUBARU,GC7/GC7Y,7113,Members are not using the indication of tape holder,'Re-orient all members to use the proper indication of tape holder on assy board,PE-BAE (Maintenance),,,,,,
856,15,SUBARU,GC7/GC7Y,7113,'No good 5'S of Tupper box,'Re-orient all members to conduct 5'S,PRODUCTION,,,,,,
857,16,SUBARU,GC7/GC7Y,7113,'Associate is not following the standard process regarding parts left on component box.,'Re-orient associate regarding in not following the standard process regarding parts left on component box.,PRODUCTION,,,,,,
858,17,SUBARU,GC7/GC7Y,7113,'Color of SPIN is not tally on actual connectors/lacking ,'Request to change color of SPIN,PE-BAE (Maintenance),,,,,,
859,18,SUBARU,GC7/GC7Y,7113,'Have different color of tape,'Provide reference jig,PE-BAE (ASSY DEV),,,,,,
860,19,SUBARU,GC7/GC7Y,7113,'Associate is not following the standard process of unloading harness. ,'Re-orient associate about not following the standard process of unloading harness. ,PRODUCTION,,,,,,
861,20,SUBARU,GC7/GC7Y,7113,'Associate is not checking the nameplate properly.,'Re-orient associate about checking the nameplate properly,PRODUCTION,,,,,,
